task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,ambient_temp_c,visibility_pct,site_traffic_density,scheduled_start,scheduled_end,priority,status
TSK-00757,2026-09-21,OP-003,MC-006,SITE-D,Trenching,Rain,Muddy,14.7,35.2,Medium,2026-09-21T21:00:00,2026-09-21T23:06:00,Medium,Scheduled
TSK-00758,2026-09-21,OP-003,MC-003,SITE-D,Material Loading,Rain,Rocky,9.5,37.2,Medium,2026-09-21T23:21:00,2026-09-22T00:42:00,Medium,Scheduled
TSK-00759,2026-09-21,OP-004,MC-007,SITE-A,Trenching,Rain,Rocky,23.8,60.7,Low,2026-09-21T07:00:00,2026-09-21T09:33:00,Medium,Scheduled
TSK-00760,2026-09-21,OP-004,MC-001,SITE-D,Grading,Clear,Hard Soil,21.6,96.1,Low,2026-09-21T09:53:00,2026-09-21T11:19:00,High,Scheduled
TSK-00761,2026-09-21,OP-005,MC-010,SITE-A,Material Loading,Dust Storm,Soft Soil,19.1,5.0,Medium,2026-09-21T19:00:00,2026-09-21T19:59:00,Medium,Scheduled
TSK-00762,2026-09-21,OP-006,MC-008,SITE-C,Demolition,Clear,Muddy,25.3,95.3,Low,2026-09-21T07:00:00,2026-09-21T09:38:00,Medium,Scheduled
TSK-00763,2026-09-21,OP-006,MC-005,SITE-D,Trenching,Clear,Soft Soil,16.5,89.8,Low,2026-09-21T09:58:00,2026-09-21T11:32:00,Medium,Scheduled
TSK-00764,2026-09-21,OP-006,MC-005,SITE-D,Grading,Clear,Rocky,23.9,100.0,Medium,2026-09-21T11:47:00,2026-09-21T13:27:00,Medium,Scheduled
TSK-00765,2026-09-21,OP-007,MC-004,SITE-D,Demolition,Rain,Soft Soil,13.3,54.4,Low,2026-09-21T19:00:00,2026-09-21T20:52:00,Medium,Scheduled
TSK-00766,2026-09-21,OP-008,MC-008,SITE-A,Demolition,Rain,Soft Soil,25.3,67.2,Medium,2026-09-21T07:00:00,2026-09-21T09:01:00,High,Scheduled
TSK-00767,2026-09-21,OP-009,MC-001,SITE-D,Material Loading,Clear,Soft Soil,11.4,73.6,Medium,2026-09-21T19:00:00,2026-09-21T19:47:00,Low,Scheduled
TSK-00768,2026-09-21,OP-009,MC-008,SITE-D,Demolition,Clear,Muddy,15.2,71.8,Low,2026-09-21T20:07:00,2026-09-21T22:59:00,Low,Scheduled
TSK-00769,2026-09-21,OP-009,MC-003,SITE-D,Material Loading,Clear,Muddy,8.2,68.0,High,2026-09-21T23:09:00,2026-09-22T00:17:00,Low,Scheduled
TSK-00770,2026-09-21,OP-010,MC-004,SITE-C,Grading,Clear,Hard Soil,25.0,88.1,Medium,2026-09-21T07:00:00,2026-09-21T08:15:00,Medium,Scheduled
TSK-00771,2026-09-21,OP-011,MC-003,SITE-C,Grading,Dust Storm,Soft Soil,28.3,22.1,Medium,2026-09-21T19:00:00,2026-09-21T20:20:00,Medium,Scheduled
TSK-00772,2026-09-21,OP-011,MC-008,SITE-B,Grading,Clear,Soft Soil,17.8,83.2,Low,2026-09-21T20:40:00,2026-09-21T21:40:00,Medium,Scheduled
TSK-00773,2026-09-21,OP-011,MC-006,SITE-D,Grading,Clear,Soft Soil,27.4,68.8,Low,2026-09-21T21:55:00,2026-09-21T23:08:00,Medium,Scheduled
TSK-00774,2026-09-21,OP-012,MC-002,SITE-A,Excavation,High Wind,Muddy,26.6,95.9,Low,2026-09-21T07:00:00,2026-09-21T08:33:00,Medium,Scheduled
TSK-00775,2026-09-21,OP-013,MC-008,SITE-A,Material Loading,High Wind,Muddy,18.1,23.4,High,2026-09-21T19:00:00,2026-09-21T20:08:00,Low,Scheduled
TSK-00776,2026-09-21,OP-013,MC-008,SITE-B,Demolition,Clear,Soft Soil,25.5,77.4,Medium,2026-09-21T20:18:00,2026-09-21T22:24:00,High,Scheduled
TSK-00777,2026-09-21,OP-014,MC-003,SITE-C,Grading,Clear,Muddy,28.9,76.6,High,2026-09-21T07:00:00,2026-09-21T08:24:00,Low,Scheduled
TSK-00778,2026-09-21,OP-015,MC-003,SITE-B,Trenching,Clear,Rocky,17.2,80.4,Medium,2026-09-21T19:00:00,2026-09-21T20:58:00,Low,Scheduled
TSK-00779,2026-09-22,OP-001,MC-001,SITE-D,Material Loading,Clear,Hard Soil,30.3,73.2,High,2026-09-22T19:00:00,2026-09-22T19:55:00,Medium,Scheduled
TSK-00780,2026-09-22,OP-001,MC-005,SITE-A,Excavation,Rain,Soft Soil,22.0,65.5,High,2026-09-22T20:10:00,2026-09-22T21:42:00,High,Scheduled
TSK-00781,2026-09-22,OP-002,MC-004,SITE-A,Trenching,Clear,Hard Soil,34.2,92.0,Medium,2026-09-22T07:00:00,2026-09-22T09:15:00,Medium,Scheduled
TSK-00782,2026-09-22,OP-002,MC-006,SITE-C,Material Loading,Clear,Hard Soil,30.2,100.0,Low,2026-09-22T09:45:00,2026-09-22T10:41:00,Medium,Scheduled
TSK-00783,2026-09-22,OP-003,MC-005,SITE-D,Excavation,Rain,Rocky,15.2,56.0,High,2026-09-22T19:00:00,2026-09-22T21:12:00,Medium,Scheduled
TSK-00784,2026-09-22,OP-003,MC-002,SITE-D,Grading,Dust Storm,Soft Soil,32.6,25.0,Medium,2026-09-22T21:42:00,2026-09-22T23:36:00,High,Scheduled
TSK-00785,2026-09-22,OP-004,MC-006,SITE-D,Grading,Rain,Soft Soil,19.9,74.3,Medium,2026-09-22T07:00:00,2026-09-22T08:27:00,Low,Scheduled
TSK-00786,2026-09-22,OP-004,MC-005,SITE-D,Material Loading,Clear,Rocky,31.1,93.4,Medium,2026-09-22T08:42:00,2026-09-22T10:02:00,Low,Scheduled
TSK-00787,2026-09-22,OP-005,MC-004,SITE-B,Material Loading,Dust Storm,Muddy,22.7,41.1,Medium,2026-09-22T19:00:00,2026-09-22T20:19:00,Medium,Scheduled
TSK-00788,2026-09-22,OP-006,MC-010,SITE-B,Grading,Clear,Rocky,28.7,84.1,Medium,2026-09-22T07:00:00,2026-09-22T08:41:00,High,Scheduled
TSK-00789,2026-09-22,OP-006,MC-009,SITE-B,Demolition,Clear,Soft Soil,30.2,95.3,Medium,2026-09-22T09:11:00,2026-09-22T11:05:00,Low,Scheduled
TSK-00790,2026-09-22,OP-007,MC-004,SITE-B,Excavation,Clear,Hard Soil,18.1,68.3,Medium,2026-09-22T19:00:00,2026-09-22T20:25:00,Medium,Scheduled
TSK-00791,2026-09-22,OP-007,MC-007,SITE-B,Excavation,High Wind,Soft Soil,19.5,42.5,Medium,2026-09-22T20:55:00,2026-09-22T22:26:00,High,Scheduled
TSK-00792,2026-09-22,OP-007,MC-003,SITE-D,Grading,Clear,Hard Soil,30.9,64.8,High,2026-09-22T22:56:00,2026-09-23T00:15:00,Low,Scheduled
TSK-00793,2026-09-22,OP-008,MC-009,SITE-B,Grading,Rain,Rocky,25.8,66.6,Medium,2026-09-22T07:00:00,2026-09-22T09:02:00,Low,Scheduled
TSK-00794,2026-09-22,OP-008,MC-006,SITE-A,Grading,Clear,Rocky,27.1,93.0,High,2026-09-22T09:32:00,2026-09-22T11:31:00,Medium,Scheduled
TSK-00795,2026-09-22,OP-008,MC-002,SITE-D,Grading,Clear,Muddy,29.0,90.8,High,2026-09-22T11:46:00,2026-09-22T13:26:00,High,Scheduled
TSK-00796,2026-09-22,OP-009,MC-003,SITE-D,Excavation,Rain,Rocky,12.4,50.0,Low,2026-09-22T19:00:00,2026-09-22T21:32:00,Medium,Scheduled
TSK-00797,2026-09-22,OP-010,MC-005,SITE-A,Material Loading,Clear,Muddy,22.9,86.5,High,2026-09-22T07:00:00,2026-09-22T08:05:00,Low,Scheduled
TSK-00798,2026-09-22,OP-010,MC-002,SITE-A,Grading,Clear,Rocky,28.0,94.4,High,2026-09-22T08:25:00,2026-09-22T09:47:00,Medium,Scheduled
TSK-00799,2026-09-22,OP-011,MC-007,SITE-A,Grading,Clear,Muddy,27.1,80.9,Medium,2026-09-22T19:00:00,2026-09-22T20:21:00,Medium,Scheduled
TSK-00800,2026-09-22,OP-012,MC-007,SITE-D,Demolition,Clear,Rocky,30.8,88.4,High,2026-09-22T07:00:00,2026-09-22T10:19:00,High,Scheduled
TSK-00801,2026-09-22,OP-012,MC-007,SITE-C,Material Loading,Clear,Hard Soil,26.4,82.7,Medium,2026-09-22T10:39:00,2026-09-22T11:40:00,Low,Scheduled
TSK-00802,2026-09-22,OP-013,MC-010,SITE-A,Grading,Clear,Soft Soil,19.7,75.9,Medium,2026-09-22T19:00:00,2026-09-22T20:11:00,Medium,Scheduled
TSK-00803,2026-09-22,OP-013,MC-009,SITE-A,Excavation,High Wind,Muddy,18.1,67.8,Medium,2026-09-22T20:41:00,2026-09-22T22:46:00,High,Scheduled
TSK-00804,2026-09-22,OP-013,MC-001,SITE-B,Grading,Clear,Soft Soil,21.6,65.4,High,2026-09-22T23:16:00,2026-09-23T00:19:00,Medium,Scheduled
TSK-00805,2026-09-22,OP-014,MC-005,SITE-A,Trenching,Clear,Hard Soil,23.2,94.7,High,2026-09-22T07:00:00,2026-09-22T09:07:00,Medium,Scheduled
TSK-00806,2026-09-22,OP-015,MC-003,SITE-C,Trenching,Clear,Soft Soil,18.1,79.0,Low,2026-09-22T19:00:00,2026-09-22T20:49:00,Low,Scheduled
